knowledge_type,entity_id,shop_id,context_text,metadata_json
customer,3b388a6a-6501-4500-929b-98f5316fb66d,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 203 with email customer203@test.com. Total orders 5. Lifetime spend 593.16.,"{""type"": ""customer""}"
customer,c64f56b9-cb54-4104-bd90-7a2900546457,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 908 with email customer908@test.com. Total orders 5. Lifetime spend 411.09.,"{""type"": ""customer""}"
customer,4f6bac3a-29b2-44e3-9c5c-0b04a22b548e,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 960 with email customer960@test.com. Total orders 5. Lifetime spend 503.68.,"{""type"": ""customer""}"
customer,242cf971-0ebd-4835-9f9a-e04397e8b609,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 131 with email customer131@test.com. Total orders 5. Lifetime spend 315.95.,"{""type"": ""customer""}"
customer,201b3bdc-90b1-40e5-844b-508ec3bd6599,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 999 with email customer999@test.com. Total orders 5. Lifetime spend 712.14.,"{""type"": ""customer""}"
customer,cde0e1d4-bc8e-4bc7-b8b5-41f54cd05cf6,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 428 with email customer428@test.com. Total orders 5. Lifetime spend 566.18.,"{""type"": ""customer""}"
customer,b4e1c887-5a52-41ae-9482-f8af0749a889,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 76 with email customer76@test.com. Total orders 5. Lifetime spend 465.8.,"{""type"": ""customer""}"
customer,6b73c408-6a8a-421f-8106-4dd6798dbedf,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 642 with email customer642@test.com. Total orders 5. Lifetime spend 562.3.,"{""type"": ""customer""}"
customer,73e2642d-e564-4ffa-896a-b9f10813cd2e,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 408 with email customer408@test.com. Total orders 5. Lifetime spend 454.84.,"{""type"": ""customer""}"
customer,fecd0d04-186a-406b-a701-564c272f60eb,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 912 with email customer912@test.com. Total orders 4. Lifetime spend 482.1.,"{""type"": ""customer""}"
customer,2ba40c29-bf7d-4e61-a42b-cfef4f0b07b2,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 104 with email customer104@test.com. Total orders 5. Lifetime spend 673.27.,"{""type"": ""customer""}"
customer,15e8bc32-4d4d-4b33-849b-2889c9fd4534,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 440 with email customer440@test.com. Total orders 5. Lifetime spend 344.31.,"{""type"": ""customer""}"
customer,137cc798-3317-493c-bce4-ef9dc16eea28,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 30 with email customer30@test.com. Total orders 5. Lifetime spend 513.58.,"{""type"": ""customer""}"
customer,9c548150-188e-4b9e-b548-161018581535,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 316 with email customer316@test.com. Total orders 5. Lifetime spend 322.19.,"{""type"": ""customer""}"
customer,af493c9c-6e57-4bc4-b3f1-8f43ba4fd761,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 902 with email customer902@test.com. Total orders 5. Lifetime spend 589.89.,"{""type"": ""customer""}"
customer,8717b5b2-ffd1-4eb0-98fc-9001dd28c0f6,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 91 with email customer91@test.com. Total orders 5. Lifetime spend 479.15.,"{""type"": ""customer""}"
customer,b503111d-aca7-4e5a-a376-a89188ee542a,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 359 with email customer359@test.com. Total orders 5. Lifetime spend 475.92.,"{""type"": ""customer""}"
customer,5a1ea252-bfab-460c-8ae4-143e5fa560a8,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 723 with email customer723@test.com. Total orders 5. Lifetime spend 376.14.,"{""type"": ""customer""}"
customer,2be2a169-ab6e-42c3-babd-fbd98413b28f,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 802 with email customer802@test.com. Total orders 5. Lifetime spend 611.39.,"{""type"": ""customer""}"
customer,20ee8981-c1fe-4201-9700-5d27c5e447b8,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 147 with email customer147@test.com. Total orders 5. Lifetime spend 530.16.,"{""type"": ""customer""}"
customer,d5ac4d4a-c068-4faf-bbe9-e7da82ed5224,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 291 with email customer291@test.com. Total orders 5. Lifetime spend 507.99.,"{""type"": ""customer""}"
customer,960d6d3e-efed-4f91-ad8b-a0af9cf7bdf8,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 954 with email customer954@test.com. Total orders 5. Lifetime spend 588.13.,"{""type"": ""customer""}"
customer,3d93af57-7ace-4308-b309-5c46b76524c7,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 794 with email customer794@test.com. Total orders 5. Lifetime spend 274.69.,"{""type"": ""customer""}"
customer,4018b08a-0029-47dc-979b-b64b2e771c3e,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 392 with email customer392@test.com. Total orders 5. Lifetime spend 356.03.,"{""type"": ""customer""}"
customer,831b852e-ebcb-4086-b670-af9809dd8846,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 424 with email customer424@test.com. Total orders 5. Lifetime spend 402.96.,"{""type"": ""customer""}"
customer,6a830dfe-3650-4515-bc46-49d8fe6ddfa9,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 68 with email customer68@test.com. Total orders 5. Lifetime spend 712.36.,"{""type"": ""customer""}"
customer,fa730580-f1fe-47c7-9cbe-c6a4f30d5ad9,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 517 with email customer517@test.com. Total orders 5. Lifetime spend 491.68.,"{""type"": ""customer""}"
customer,33a75513-f483-46e1-ba6a-1ffeca684533,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 801 with email customer801@test.com. Total orders 5. Lifetime spend 632.95.,"{""type"": ""customer""}"
customer,9bacd6cd-7c80-4720-a2af-bfc15e675fde,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 399 with email customer399@test.com. Total orders 5. Lifetime spend 608.0.,"{""type"": ""customer""}"
customer,03d8fdad-1694-43ba-9cc9-943ac99b10ac,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 183 with email customer183@test.com. Total orders 5. Lifetime spend 463.69.,"{""type"": ""customer""}"
customer,c9fa67e0-7708-4640-a3e5-876e1dc35e2d,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 724 with email customer724@test.com. Total orders 5. Lifetime spend 640.4.,"{""type"": ""customer""}"
customer,9c95206f-7c8a-4ecb-ab06-ca5d4a5ace82,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 487 with email customer487@test.com. Total orders 5. Lifetime spend 454.21.,"{""type"": ""customer""}"
customer,0f60b0b9-36cd-48fb-bebd-de537265c58e,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 592 with email customer592@test.com. Total orders 5. Lifetime spend 450.86.,"{""type"": ""customer""}"
customer,d3f221f7-7050-4475-8e80-be3c4cccf5a0,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 24 with email customer24@test.com. Total orders 5. Lifetime spend 493.07.,"{""type"": ""customer""}"
customer,0973c930-0a99-44ea-a44a-10b34dcd3eeb,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 611 with email customer611@test.com. Total orders 5. Lifetime spend 422.24.,"{""type"": ""customer""}"
customer,adadab20-a1e7-48fc-8d04-5fa6f98f3895,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 952 with email customer952@test.com. Total orders 5. Lifetime spend 367.99.,"{""type"": ""customer""}"
customer,888a0ca6-bef8-4a94-9e0b-862917727515,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 787 with email customer787@test.com. Total orders 5. Lifetime spend 602.0.,"{""type"": ""customer""}"
customer,4b72f7cc-86df-4d3f-9995-d0b83c292953,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 256 with email customer256@test.com. Total orders 5. Lifetime spend 402.65.,"{""type"": ""customer""}"
customer,12323b14-f560-4895-91b9-997f6d415510,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 956 with email customer956@test.com. Total orders 5. Lifetime spend 587.22.,"{""type"": ""customer""}"
customer,dfc0539f-6a37-4675-b5ac-d4d09dcda299,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 798 with email customer798@test.com. Total orders 5. Lifetime spend 495.23.,"{""type"": ""customer""}"
customer,b08e07c8-e2b3-479c-a849-ab032a4f49df,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 590 with email customer590@test.com. Total orders 5. Lifetime spend 593.75.,"{""type"": ""customer""}"
customer,7c4c4f37-bf68-42ba-830c-19cff1c5384c,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 357 with email customer357@test.com. Total orders 5. Lifetime spend 603.16.,"{""type"": ""customer""}"
customer,b8e063c4-9d1a-4ac0-baae-ce89c4d682db,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 137 with email customer137@test.com. Total orders 5. Lifetime spend 604.61.,"{""type"": ""customer""}"
customer,81782ecd-0905-4438-8c7c-4ae1cf2afe1a,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 260 with email customer260@test.com. Total orders 5. Lifetime spend 464.15.,"{""type"": ""customer""}"
customer,4be76d74-2fca-41c3-b163-932217380b84,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 536 with email customer536@test.com. Total orders 5. Lifetime spend 446.53.,"{""type"": ""customer""}"
customer,deaf0c60-9edc-43f0-8157-a278840da979,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 228 with email customer228@test.com. Total orders 5. Lifetime spend 582.0.,"{""type"": ""customer""}"
customer,43b815c0-836b-4929-9679-f5637c7addd3,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 346 with email customer346@test.com. Total orders 5. Lifetime spend 467.77.,"{""type"": ""customer""}"
customer,3984b76e-361c-43d5-958b-cf949ab1211c,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 978 with email customer978@test.com. Total orders 5. Lifetime spend 818.9.,"{""type"": ""customer""}"
customer,c4305add-c8fb-4b84-82c8-9b44fad66026,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 468 with email customer468@test.com. Total orders 5. Lifetime spend 475.42.,"{""type"": ""customer""}"
customer,a4e549fd-f13e-4e87-aed8-ac6927fd42f1,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 840 with email customer840@test.com. Total orders 5. Lifetime spend 565.24.,"{""type"": ""customer""}"
customer,7bac0535-3c0d-471a-9840-c1d92303a16a,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 703 with email customer703@test.com. Total orders 5. Lifetime spend 494.24.,"{""type"": ""customer""}"
customer,ffc2ecd2-5071-48b7-9f0f-c8916cbf3e13,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 197 with email customer197@test.com. Total orders 4. Lifetime spend 585.49.,"{""type"": ""customer""}"
customer,a1d88cff-63c0-40bc-a9fb-99717fb9a7b8,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 753 with email customer753@test.com. Total orders 5. Lifetime spend 468.67.,"{""type"": ""customer""}"
customer,450e6651-2e35-4490-948a-1d92610077ad,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 773 with email customer773@test.com. Total orders 5. Lifetime spend 397.23.,"{""type"": ""customer""}"
customer,2e4d2014-46d9-4f86-bfe6-11df95887e58,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 657 with email customer657@test.com. Total orders 5. Lifetime spend 421.43.,"{""type"": ""customer""}"
customer,f987209b-6179-4e94-a60e-ba555525c325,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 219 with email customer219@test.com. Total orders 5. Lifetime spend 416.94.,"{""type"": ""customer""}"
customer,cd301b9f-b20a-4465-a03f-3b593cf21aed,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 470 with email customer470@test.com. Total orders 5. Lifetime spend 446.95.,"{""type"": ""customer""}"
customer,f8bcfb4b-62d0-4d79-b2ec-e556ce3f8073,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 220 with email customer220@test.com. Total orders 5. Lifetime spend 498.71.,"{""type"": ""customer""}"
customer,6f908a32-9936-44ea-8227-c221d626eeb6,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 752 with email customer752@test.com. Total orders 5. Lifetime spend 346.06.,"{""type"": ""customer""}"
customer,df05d0c1-8c6d-49a1-9047-c434a4c69168,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 818 with email customer818@test.com. Total orders 5. Lifetime spend 470.46.,"{""type"": ""customer""}"
customer,b53890a1-6c64-47ba-8fca-6580d3c2ee53,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 767 with email customer767@test.com. Total orders 5. Lifetime spend 474.18.,"{""type"": ""customer""}"
customer,ed374256-48ca-4175-b1eb-96c645c1512d,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 269 with email customer269@test.com. Total orders 5. Lifetime spend 255.08.,"{""type"": ""customer""}"
customer,0b372bf3-6ada-4979-a09f-f388dd809393,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 741 with email customer741@test.com. Total orders 5. Lifetime spend 511.41.,"{""type"": ""customer""}"
customer,d34e8426-1535-4a1c-b7b2-69cf15a6d2d5,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 72 with email customer72@test.com. Total orders 5. Lifetime spend 586.85.,"{""type"": ""customer""}"
customer,97e2c9e1-28f9-4fcd-999a-4f436b8c5af8,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 574 with email customer574@test.com. Total orders 5. Lifetime spend 494.78.,"{""type"": ""customer""}"
customer,d26d25a6-0586-4c41-85c1-1fa9278aa8e7,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 112 with email customer112@test.com. Total orders 5. Lifetime spend 470.11.,"{""type"": ""customer""}"
customer,935ba19e-2a2a-4213-8ff0-90765276c9be,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 770 with email customer770@test.com. Total orders 5. Lifetime spend 354.3.,"{""type"": ""customer""}"
customer,733b9d02-d8a5-4232-a642-f84ef101d42b,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 177 with email customer177@test.com. Total orders 5. Lifetime spend 497.35.,"{""type"": ""customer""}"
customer,f4c2778a-fd38-46cc-9b64-e5f8a0ceb61c,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 118 with email customer118@test.com. Total orders 5. Lifetime spend 669.63.,"{""type"": ""customer""}"
customer,c73ca704-8861-4c57-9928-e920cebf45ab,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 964 with email customer964@test.com. Total orders 5. Lifetime spend 490.91.,"{""type"": ""customer""}"
customer,2d0e5d18-f9fa-4d2e-ba8b-b1a884164024,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 135 with email customer135@test.com. Total orders 4. Lifetime spend 492.56.,"{""type"": ""customer""}"
customer,b4f79101-47c7-49ce-b3b8-d5d1ffecb99c,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 258 with email customer258@test.com. Total orders 5. Lifetime spend 510.65.,"{""type"": ""customer""}"
customer,b10e8b81-a8aa-425a-8795-7b4c0f83bc04,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 622 with email customer622@test.com. Total orders 5. Lifetime spend 592.72.,"{""type"": ""customer""}"
customer,c6706175-13f2-4307-be65-6a7ef0825646,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 843 with email customer843@test.com. Total orders 5. Lifetime spend 477.95.,"{""type"": ""customer""}"
customer,0a05feb3-5395-4c63-b2c2-38881c195cd8,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 141 with email customer141@test.com. Total orders 5. Lifetime spend 242.32.,"{""type"": ""customer""}"
customer,657fdfa2-8d92-427c-8030-f91587d53ff4,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 594 with email customer594@test.com. Total orders 5. Lifetime spend 569.33.,"{""type"": ""customer""}"
customer,be3c8785-b2b5-4a55-accf-444ee2699db6,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 926 with email customer926@test.com. Total orders 5. Lifetime spend 557.01.,"{""type"": ""customer""}"
customer,e7018c87-5222-452a-a294-a7110d94c0f3,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 481 with email customer481@test.com. Total orders 5. Lifetime spend 316.73.,"{""type"": ""customer""}"
