shop_id,customer_id,customer_name,customer_email,order_id,order_number,order_date,financial_status,fulfillment_status,total_price,currency,last_order_flag
3107dcbe-487b-4d2a-ac6c-893a3b081045,0331db04-a0ab-4b6a-921b-bdc1b851f144,First875 Last875,customer875@test.com,006775bd-fea7-420b-9d7e-de918f0a0ece,#2025,2025-10-14 15:23:09.657183+05:30,partially_paid,fulfilled,68.53,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0331db04-a0ab-4b6a-921b-bdc1b851f144,First875 Last875,customer875@test.com,33331945-42b8-437c-ab1a-ce31589ab3bb,#5128,2025-06-27 23:48:02.476327+05:30,partially_paid,unfulfilled,126.35,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0331db04-a0ab-4b6a-921b-bdc1b851f144,First875 Last875,customer875@test.com,66629e41-a90d-4c0d-903d-203dffe5866f,#3414,2025-06-05 00:32:29.452212+05:30,pending,fulfilled,69.52,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0331db04-a0ab-4b6a-921b-bdc1b851f144,First875 Last875,customer875@test.com,99292f56-a2f0-46dd-89b3-a7b245daf8ac,#5140,2025-05-11 01:31:10.938228+05:30,refunded,unfulfilled,87.07,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0350c168-926f-4f0b-ad74-3d3c32c97806,First154 Last154,customer154@test.com,333e9b91-677b-46e2-a092-fc8c5cb8c740,#4185,2026-01-10 03:43:49.718212+05:30,paid,partial,7.75,USD,1
3107dcbe-487b-4d2a-ac6c-893a3b081045,0350c168-926f-4f0b-ad74-3d3c32c97806,First154 Last154,customer154@test.com,00756e72-4260-4cbe-a893-b718838fa17b,#2581,2025-12-25 15:07:55.563905+05:30,partially_paid,unfulfilled,84.20,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0350c168-926f-4f0b-ad74-3d3c32c97806,First154 Last154,customer154@test.com,cb7fa07b-a30a-4990-bf4e-8665fdd70d01,#2714,2025-10-04 14:25:00.309837+05:30,pending,fulfilled,17.65,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0350c168-926f-4f0b-ad74-3d3c32c97806,First154 Last154,customer154@test.com,992c918a-2940-41d4-a308-644cd71296ee,#1887,2025-05-18 15:54:59.667948+05:30,paid,unfulfilled,154.93,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0350c168-926f-4f0b-ad74-3d3c32c97806,First154 Last154,customer154@test.com,66685465-6a28-4759-8448-ede8fcd6c3bb,#3250,2025-03-06 09:20:12.251852+05:30,partially_paid,fulfilled,93.82,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0397e67c-9913-4d83-a2a5-89d769dfc21a,First621 Last621,customer621@test.com,9933ca90-97c2-4838-b49a-b3b7f266022f,#2307,2025-10-31 05:56:11.553106+05:30,pending,unfulfilled,196.66,USD,1
3107dcbe-487b-4d2a-ac6c-893a3b081045,0397e67c-9913-4d83-a2a5-89d769dfc21a,First621 Last621,customer621@test.com,007d79dc-dc65-4aaf-b051-1e4882e3fe4a,#4101,2025-09-28 00:39:04.265028+05:30,partially_paid,fulfilled,60.53,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0397e67c-9913-4d83-a2a5-89d769dfc21a,First621 Last621,customer621@test.com,3342c199-14f8-4982-80de-071ccf9db1bd,#1967,2025-09-03 10:25:56.131317+05:30,pending,partial,75.88,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0397e67c-9913-4d83-a2a5-89d769dfc21a,First621 Last621,customer621@test.com,cb8368e4-f614-4c2c-8b51-aa439a885f03,#5251,2025-07-11 15:44:55.924339+05:30,refunded,fulfilled,16.09,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0397e67c-9913-4d83-a2a5-89d769dfc21a,First621 Last621,customer621@test.com,6673f004-1921-46c3-9621-7dc35af30eb5,#5157,2025-05-11 01:45:06.837771+05:30,partially_paid,partial,40.98,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,03aade44-1d98-47ba-aa07-6d0f0cee5380,First543 Last543,customer543@test.com,007f3dd2-e4f7-49bb-9d55-571efc169c34,#2456,2026-01-30 05:46:36.137331+05:30,refunded,unfulfilled,177.11,USD,1
3107dcbe-487b-4d2a-ac6c-893a3b081045,03aade44-1d98-47ba-aa07-6d0f0cee5380,First543 Last543,customer543@test.com,66782015-8fcb-498e-8f35-c1e5a26390b7,#4587,2025-11-18 19:46:25.845999+05:30,refunded,partial,133.99,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,03aade44-1d98-47ba-aa07-6d0f0cee5380,First543 Last543,customer543@test.com,9937feaa-d020-48e6-9046-dc73fde57711,#4184,2025-10-31 03:10:07.018527+05:30,paid,fulfilled,24.93,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,03aade44-1d98-47ba-aa07-6d0f0cee5380,First543 Last543,customer543@test.com,336f28e7-4239-4f3c-9261-7f292f63a229,#5674,2025-05-04 20:18:32.115178+05:30,paid,partial,97.49,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,03aade44-1d98-47ba-aa07-6d0f0cee5380,First543 Last543,customer543@test.com,cb85a5ef-26c7-4f99-bd6d-f404c88987d0,#2988,2025-04-22 05:41:49.615057+05:30,paid,fulfilled,52.81,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,03d8fdad-1694-43ba-9cc9-943ac99b10ac,First183 Last183,customer183@test.com,00a805fc-4dee-4bb2-9cb2-7373e4a619ea,#1656,2026-01-17 18:44:44.203904+05:30,partially_paid,unfulfilled,79.47,USD,1
3107dcbe-487b-4d2a-ac6c-893a3b081045,03d8fdad-1694-43ba-9cc9-943ac99b10ac,First183 Last183,customer183@test.com,33904dd1-9673-45b3-955c-c13df5fd1c4a,#1427,2025-08-28 21:33:40.077602+05:30,refunded,partial,185.33,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,03d8fdad-1694-43ba-9cc9-943ac99b10ac,First183 Last183,customer183@test.com,6681d538-ce7b-426a-9d50-1a09faa086ab,#1584,2025-08-05 21:57:29.967929+05:30,pending,partial,131.01,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,03d8fdad-1694-43ba-9cc9-943ac99b10ac,First183 Last183,customer183@test.com,995230ba-81a8-4c17-b1ef-f7e233762ccc,#1918,2025-06-07 19:20:42.540898+05:30,paid,partial,61.61,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,03d8fdad-1694-43ba-9cc9-943ac99b10ac,First183 Last183,customer183@test.com,cb896759-69ed-4650-9f62-52bfb567848f,#3336,2025-02-16 09:20:16.120601+05:30,pending,unfulfilled,6.27,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,03fa0557-b3fc-4562-aeea-98932acb093a,First906 Last906,customer906@test.com,cb8fdb46-5392-4e63-b98a-48071b47249b,#1418,2025-08-26 16:28:54.571380+05:30,refunded,unfulfilled,63.19,USD,1
3107dcbe-487b-4d2a-ac6c-893a3b081045,03fa0557-b3fc-4562-aeea-98932acb093a,First906 Last906,customer906@test.com,00a9e305-d23c-4bed-a3bd-b1e28a98b9d6,#5751,2025-06-16 19:44:17.673310+05:30,refunded,partial,129.37,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,03fa0557-b3fc-4562-aeea-98932acb093a,First906 Last906,customer906@test.com,6692d096-b2a8-496b-9ae8-d5a505ab11f8,#3284,2025-06-05 17:10:55.226642+05:30,paid,fulfilled,44.61,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,03fa0557-b3fc-4562-aeea-98932acb093a,First906 Last906,customer906@test.com,9954deb6-3fab-4d5c-9700-4b5863a8cbb4,#2479,2025-03-26 00:50:57.475874+05:30,refunded,unfulfilled,145.49,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,03fa0557-b3fc-4562-aeea-98932acb093a,First906 Last906,customer906@test.com,339d324f-45f2-4bf7-8e9f-c8c6f66851e2,#2006,2025-03-19 15:49:57.402506+05:30,paid,partial,117.17,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,04158de5-6281-48a4-b30b-9f67821ed3e6,First511 Last511,customer511@test.com,00b70033-6547-4ed4-a704-7f844ebde852,#3456,2026-01-27 17:58:15.168829+05:30,pending,fulfilled,111.09,USD,1
3107dcbe-487b-4d2a-ac6c-893a3b081045,04158de5-6281-48a4-b30b-9f67821ed3e6,First511 Last511,customer511@test.com,995ae114-7dc2-4096-86e9-e8a9a1e8fda7,#5354,2025-08-04 17:28:10.436876+05:30,paid,unfulfilled,11.92,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,04158de5-6281-48a4-b30b-9f67821ed3e6,First511 Last511,customer511@test.com,cb99bf8a-fc7b-4a4b-a5b9-9fd56ea8a737,#4599,2025-07-07 22:12:29.916726+05:30,paid,partial,15.69,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,04158de5-6281-48a4-b30b-9f67821ed3e6,First511 Last511,customer511@test.com,339dc9e3-414f-4456-a995-e5f1965f0495,#4907,2025-07-02 04:35:21.310097+05:30,paid,partial,73.29,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,04158de5-6281-48a4-b30b-9f67821ed3e6,First511 Last511,customer511@test.com,669e71f2-861e-4351-b701-70a72f2a8a6e,#3691,2025-02-14 22:30:18.528814+05:30,paid,unfulfilled,129.16,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,048d8f18-d7ae-4680-b844-3f6cbd8006ac,First780 Last780,customer780@test.com,66b0c1bb-ea11-4341-8df4-3c5ea5f5df6f,#1438,2025-12-24 01:21:34.135695+05:30,partially_paid,partial,149.90,USD,1
3107dcbe-487b-4d2a-ac6c-893a3b081045,048d8f18-d7ae-4680-b844-3f6cbd8006ac,First780 Last780,customer780@test.com,33a7a07b-b033-4c53-a0c5-7ceffcf4fdd9,#1345,2025-11-18 00:52:39.654497+05:30,paid,partial,38.81,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,048d8f18-d7ae-4680-b844-3f6cbd8006ac,First780 Last780,customer780@test.com,cbb1f479-60e4-4d16-acc0-bd2c1c7b7510,#5611,2025-09-03 18:16:47.278225+05:30,pending,partial,82.32,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,048d8f18-d7ae-4680-b844-3f6cbd8006ac,First780 Last780,customer780@test.com,998a624d-7283-493d-9663-0c9ca405ca95,#3739,2025-05-29 04:06:47.257392+05:30,pending,fulfilled,24.16,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,048d8f18-d7ae-4680-b844-3f6cbd8006ac,First780 Last780,customer780@test.com,00bd2b3c-1236-4439-8c31-97e333e0466a,#5582,2025-04-18 15:07:47.834398+05:30,partially_paid,fulfilled,83.24,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,04b1cf97-da37-43e3-9e4f-8d17f191f035,First937 Last937,customer937@test.com,33a887c8-8ec6-4987-b5b4-d8f3c2965bca,#5695,2026-01-26 02:15:50.622814+05:30,paid,fulfilled,197.95,USD,1
3107dcbe-487b-4d2a-ac6c-893a3b081045,04b1cf97-da37-43e3-9e4f-8d17f191f035,First937 Last937,customer937@test.com,66b8fb2e-8d81-4bb4-89db-e2a5ba26ff49,#3824,2026-01-07 03:19:46.262198+05:30,paid,partial,173.91,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,04b1cf97-da37-43e3-9e4f-8d17f191f035,First937 Last937,customer937@test.com,998ccd21-6849-45ba-bf1a-d3883b124e4f,#2435,2025-11-07 00:03:34.944505+05:30,paid,partial,29.06,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,04b1cf97-da37-43e3-9e4f-8d17f191f035,First937 Last937,customer937@test.com,cc07ea5b-4704-4d8d-bda6-14a92f5ba676,#2109,2025-10-24 19:01:12.920069+05:30,paid,fulfilled,183.10,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,04b1cf97-da37-43e3-9e4f-8d17f191f035,First937 Last937,customer937@test.com,00ca169f-d4ce-4c5e-9dca-4a84328c552b,#2447,2025-10-22 14:58:37.216543+05:30,partially_paid,partial,70.13,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0505d6d5-cf10-4d5f-9010-284f1c12087a,First790 Last790,customer790@test.com,00fc3b9c-84d6-4e55-a2be-9e04b84b5e53,#4673,2026-01-04 23:00:05.099008+05:30,pending,fulfilled,149.61,USD,1
3107dcbe-487b-4d2a-ac6c-893a3b081045,0505d6d5-cf10-4d5f-9010-284f1c12087a,First790 Last790,customer790@test.com,999475a5-c162-4059-aace-5047831667cc,#2585,2025-12-14 09:58:42.412207+05:30,paid,unfulfilled,190.46,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0505d6d5-cf10-4d5f-9010-284f1c12087a,First790 Last790,customer790@test.com,66b9d9aa-648c-4baf-8cc5-0cabc7e052ad,#2877,2025-11-16 00:18:39.235084+05:30,paid,partial,17.64,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0505d6d5-cf10-4d5f-9010-284f1c12087a,First790 Last790,customer790@test.com,33b4f572-ce6c-4f58-a883-1cd91a8cec06,#2765,2025-07-18 08:38:12.394403+05:30,partially_paid,partial,59.67,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,0505d6d5-cf10-4d5f-9010-284f1c12087a,First790 Last790,customer790@test.com,cc10ad3a-7601-47e2-8b9e-2883f6b091da,#4578,2025-06-11 20:51:02.885399+05:30,partially_paid,fulfilled,140.75,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,057d2020-c02c-4586-bb0c-e40fb8569dda,First4 Last4,customer4@test.com,33b67d23-9e9e-43eb-90ef-a4c15cfccce7,#5002,2026-02-04 23:33:48.282114+05:30,refunded,partial,24.21,USD,1
3107dcbe-487b-4d2a-ac6c-893a3b081045,057d2020-c02c-4586-bb0c-e40fb8569dda,First4 Last4,customer4@test.com,010a7d81-7058-4206-882a-6fcf6b1fa194,#1881,2025-12-18 23:59:17.682066+05:30,paid,partial,4.27,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,057d2020-c02c-4586-bb0c-e40fb8569dda,First4 Last4,customer4@test.com,9999fccc-2538-4a28-9fef-a171781666d6,#2711,2025-06-04 13:19:43.668142+05:30,refunded,partial,181.15,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,057d2020-c02c-4586-bb0c-e40fb8569dda,First4 Last4,customer4@test.com,66bc7d8c-7bcc-484c-93eb-96bcb7728b22,#3563,2025-04-21 20:37:49.666064+05:30,paid,unfulfilled,129.05,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,057d2020-c02c-4586-bb0c-e40fb8569dda,First4 Last4,customer4@test.com,cc38a337-c128-4cf5-95b6-dc4074761a4a,#3547,2025-03-16 03:21:33.807357+05:30,paid,fulfilled,59.65,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,05852023-a047-4f53-99ff-f1d0b3431fb2,First899 Last899,customer899@test.com,cc47ef13-2a7a-4fc3-becf-39e6d6f54ea2,#3882,2025-10-31 03:29:29.018727+05:30,paid,unfulfilled,46.47,USD,1
3107dcbe-487b-4d2a-ac6c-893a3b081045,05852023-a047-4f53-99ff-f1d0b3431fb2,First899 Last899,customer899@test.com,99b653eb-1338-48e7-857c-6cbc73d5f429,#2788,2025-10-08 22:03:13.908496+05:30,pending,partial,60.50,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,05852023-a047-4f53-99ff-f1d0b3431fb2,First899 Last899,customer899@test.com,010ad35c-41a9-4590-b87a-1e34be509b3b,#5077,2025-08-10 22:46:32.579704+05:30,refunded,fulfilled,73.27,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,05852023-a047-4f53-99ff-f1d0b3431fb2,First899 Last899,customer899@test.com,66c33e36-1f4e-4c71-bb3e-7a1d67be9666,#3411,2025-05-01 12:01:05.302623+05:30,partially_paid,fulfilled,120.28,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,05852023-a047-4f53-99ff-f1d0b3431fb2,First899 Last899,customer899@test.com,33bbe1f8-e7a7-493c-a09d-e9818e944850,#3118,2025-03-22 18:35:01.568742+05:30,refunded,fulfilled,68.15,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,05cba31f-cd20-4f25-89c0-81e04ef9a30b,First931 Last931,customer931@test.com,33d32aca-936f-4894-a6a4-4e03c4a3df04,#1860,2026-01-30 07:21:10.034359+05:30,partially_paid,unfulfilled,119.07,USD,1
3107dcbe-487b-4d2a-ac6c-893a3b081045,05cba31f-cd20-4f25-89c0-81e04ef9a30b,First931 Last931,customer931@test.com,66d564d3-a026-46ad-a0d6-837b372fda28,#4627,2025-08-17 05:14:54.876084+05:30,paid,fulfilled,49.01,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,05cba31f-cd20-4f25-89c0-81e04ef9a30b,First931 Last931,customer931@test.com,011cfaad-157a-4b58-9e29-c3dcb2f7c1af,#3600,2025-07-15 19:53:52.993627+05:30,refunded,partial,100.52,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,05cba31f-cd20-4f25-89c0-81e04ef9a30b,First931 Last931,customer931@test.com,cc48713b-1d66-4e6b-88f8-54265f261e7e,#2575,2025-07-09 13:48:19.371317+05:30,refunded,fulfilled,57.96,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,05cba31f-cd20-4f25-89c0-81e04ef9a30b,First931 Last931,customer931@test.com,99ccfa68-4066-4355-887e-d77be47a39f0,#3320,2025-06-11 13:30:20.748642+05:30,paid,fulfilled,69.61,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,06276748-45a5-4bef-bc4e-86d5957f5636,First600 Last600,customer600@test.com,99dbb8e3-86d3-4385-b84f-9e65c38a598d,#1853,2025-12-14 17:34:19.991521+05:30,pending,unfulfilled,187.74,USD,1
3107dcbe-487b-4d2a-ac6c-893a3b081045,06276748-45a5-4bef-bc4e-86d5957f5636,First600 Last600,customer600@test.com,cc5959c3-19af-4ee2-b93e-848cf7238940,#2630,2025-11-16 04:17:56.396719+05:30,pending,unfulfilled,103.70,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,06276748-45a5-4bef-bc4e-86d5957f5636,First600 Last600,customer600@test.com,0126596c-4873-4071-ba52-787ec3c23893,#2874,2025-11-05 10:49:38.748426+05:30,partially_paid,unfulfilled,132.08,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,06276748-45a5-4bef-bc4e-86d5957f5636,First600 Last600,customer600@test.com,33e7ef41-fc8e-4aa2-8fc5-12f6ea3d5bc9,#1979,2025-06-24 10:56:29.209024+05:30,paid,unfulfilled,32.50,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,06276748-45a5-4bef-bc4e-86d5957f5636,First600 Last600,customer600@test.com,66d8f6f6-e328-4da1-bf4c-a3a08a39dc35,#4383,2025-05-09 23:52:01.131822+05:30,pending,fulfilled,6.98,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,064e5d9b-c13f-4a97-8bb6-1c24d8c8a9ec,First550 Last550,customer550@test.com,340b80d5-6d64-4ceb-82fe-4719523823ec,#5424,2025-07-03 17:40:01.927336+05:30,paid,unfulfilled,109.85,USD,1
3107dcbe-487b-4d2a-ac6c-893a3b081045,064e5d9b-c13f-4a97-8bb6-1c24d8c8a9ec,First550 Last550,customer550@test.com,cc5d8ce6-f255-4042-a610-752b43d987b4,#5197,2025-06-23 11:35:42.110157+05:30,refunded,fulfilled,77.44,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,064e5d9b-c13f-4a97-8bb6-1c24d8c8a9ec,First550 Last550,customer550@test.com,0128f3a3-a393-49af-898d-f8861be41102,#2024,2025-05-17 10:58:52.664217+05:30,paid,partial,10.79,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,064e5d9b-c13f-4a97-8bb6-1c24d8c8a9ec,First550 Last550,customer550@test.com,66d95bd3-1700-46ca-994f-f843fcce84d0,#2616,2025-05-13 06:12:43.644812+05:30,paid,partial,160.66,USD,0
3107dcbe-487b-4d2a-ac6c-893a3b081045,064e5d9b-c13f-4a97-8bb6-1c24d8c8a9ec,First550 Last550,customer550@test.com,99f09108-6ec7-4598-aa10-85a876c30347,#1043,2025-05-01 21:36:24.254282+05:30,refunded,partial,176.09,USD,0
