shop_id,customer_id,customer_name,customer_email,customer_segment,lifetime_orders,lifetime_value,last_order_date,customer_status,ai_summary,sample_questions
3107dcbe-487b-4d2a-ac6c-893a3b081045,558ece4b-3468-4c7c-b6cb-7f2888947611,Customer 494,customer494@test.com,returning,5,648.0,2026-01-01 03:11:54.743912+05:30,active,returning customer with 5 orders and lifetime value 648.0,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,59c84317-f23c-4707-9d31-d3124d734119,Customer 890,customer890@test.com,returning,5,311.97,2026-01-16 10:59:34.275455+05:30,active,returning customer with 5 orders and lifetime value 311.97,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,ccada5f8-fa65-4bcd-959d-9342ae1f7388,Customer 660,customer660@test.com,returning,5,410.4,2026-01-29 07:57:26.010389+05:30,active,returning customer with 5 orders and lifetime value 410.4,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,420ab994-a0e4-4b11-969c-5c38c74e64e7,Customer 832,customer832@test.com,returning,5,566.8,2026-01-16 06:47:39.824808+05:30,active,returning customer with 5 orders and lifetime value 566.8,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,15be8937-084c-4643-b08f-fdbf5cf84806,Customer 477,customer477@test.com,returning,5,366.55,2026-01-04 01:35:08.039638+05:30,active,returning customer with 5 orders and lifetime value 366.55,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,788031e1-6856-4d66-810c-ef27c5efe5b3,Customer 828,customer828@test.com,returning,5,620.46,2025-11-08 02:37:44.176484+05:30,active,returning customer with 5 orders and lifetime value 620.46,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,15240a04-4d94-412a-9ee7-57a11ddb57d5,Customer 19,customer19@test.com,returning,5,536.73,2025-08-17 06:11:22.315696+05:30,active,returning customer with 5 orders and lifetime value 536.73,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,8a3ba819-b28f-425b-9707-ae0fd3799fbc,Customer 997,customer997@test.com,returning,5,528.61,2026-01-12 19:06:27.755474+05:30,active,returning customer with 5 orders and lifetime value 528.61,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,31cba5a7-91de-45a7-a957-6177959c3192,Customer 78,customer78@test.com,returning,5,486.72,2025-12-01 04:37:19.431023+05:30,active,returning customer with 5 orders and lifetime value 486.72,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,1ec93de6-ea36-435b-b162-3a46409c4f0f,Customer 488,customer488@test.com,returning,5,461.33,2026-01-14 22:13:11.392849+05:30,active,returning customer with 5 orders and lifetime value 461.33,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,1aff29ea-9033-492a-ae3a-f8df43273ff1,Customer 659,customer659@test.com,returning,5,310.44,2025-09-30 20:28:18.171740+05:30,active,returning customer with 5 orders and lifetime value 310.44,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,2bb23b55-3b8a-495b-a79d-42fc19936aad,Customer 558,customer558@test.com,returning,5,383.52,2026-02-01 16:40:56.977716+05:30,active,returning customer with 5 orders and lifetime value 383.52,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,6f92d443-feb5-4cc5-bcd8-871298fe0173,Customer 172,customer172@test.com,returning,5,678.78,2026-01-01 12:30:02.788667+05:30,active,returning customer with 5 orders and lifetime value 678.78,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,2363ed06-8028-4edd-a3f2-6d7ec12fed9f,Customer 786,customer786@test.com,returning,5,421.36,2026-01-28 14:37:10.665327+05:30,active,returning customer with 5 orders and lifetime value 421.36,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,ae7b56b7-f09a-4700-aaf7-97ea9c26dae7,Customer 552,customer552@test.com,returning,5,292.67,2025-09-10 05:19:21.207478+05:30,active,returning customer with 5 orders and lifetime value 292.67,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,289a79ef-6be5-4f80-a6a2-1c6ce04f8f0c,Customer 738,customer738@test.com,returning,5,704.7,2025-12-01 04:46:51.285436+05:30,active,returning customer with 5 orders and lifetime value 704.7,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,da00580d-047c-4d82-a64f-b7c961650001,Customer 934,customer934@test.com,returning,5,430.71,2025-12-05 08:56:29.803123+05:30,active,returning customer with 5 orders and lifetime value 430.71,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,7f2e7d0e-2a15-41c7-9638-c823a60eeb6e,Customer 390,customer390@test.com,returning,5,344.84,2025-07-20 11:38:17.451890+05:30,active,returning customer with 5 orders and lifetime value 344.84,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,85a5d270-3080-4ed4-bd43-7d7df91ae202,Customer 235,customer235@test.com,returning,5,605.96,2025-10-24 19:30:03.875213+05:30,active,returning customer with 5 orders and lifetime value 605.96,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,dd128584-3cb5-4504-b449-a9147517c625,Customer 7,customer7@test.com,returning,5,622.58,2026-01-03 11:22:54.830596+05:30,active,returning customer with 5 orders and lifetime value 622.58,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,c0cac111-3075-4aba-b023-9ec099f81961,Customer 302,customer302@test.com,returning,5,587.26,2025-11-08 21:39:42.755617+05:30,active,returning customer with 5 orders and lifetime value 587.26,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,da7b7273-ec14-411e-8550-36a70c376b9c,Customer 677,customer677@test.com,returning,5,695.59,2025-11-10 16:23:46.396179+05:30,active,returning customer with 5 orders and lifetime value 695.59,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,8caf13f7-8fbd-458d-88a9-a88f984f3811,Customer 460,customer460@test.com,returning,5,526.39,2025-10-19 04:24:39.612421+05:30,active,returning customer with 5 orders and lifetime value 526.39,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,6cbba591-668f-40af-a371-3f449d4abe06,Customer 80,customer80@test.com,returning,5,508.13,2025-11-03 13:58:54.451588+05:30,active,returning customer with 5 orders and lifetime value 508.13,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,edf1da3b-ad94-4f10-9f53-d0456b15af43,Customer 918,customer918@test.com,returning,5,479.65,2025-10-29 11:58:52.782675+05:30,active,returning customer with 5 orders and lifetime value 479.65,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,e31c8f2a-adc6-4915-a4f5-4c262db5ef3c,Customer 791,customer791@test.com,returning,5,472.94,2026-01-22 01:38:17.256509+05:30,active,returning customer with 5 orders and lifetime value 472.94,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,ed6baba8-e6a7-4768-88a7-25ad9a02d72e,Customer 759,customer759@test.com,returning,5,219.0,2025-11-03 07:51:14.559735+05:30,active,returning customer with 5 orders and lifetime value 219.0,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,d8f48dc2-a020-4460-a6bb-fe485c336ebc,Customer 566,customer566@test.com,returning,5,537.46,2025-11-19 17:05:13.096743+05:30,active,returning customer with 5 orders and lifetime value 537.46,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,1f2ed2f1-5282-4b66-8a23-d52593e811a2,Customer 166,customer166@test.com,returning,5,542.1,2026-01-24 23:12:31.869100+05:30,active,returning customer with 5 orders and lifetime value 542.1,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,3b388a6a-6501-4500-929b-98f5316fb66d,Customer 203,customer203@test.com,returning,5,593.16,2025-11-09 08:57:02.699122+05:30,active,returning customer with 5 orders and lifetime value 593.16,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,c64f56b9-cb54-4104-bd90-7a2900546457,Customer 908,customer908@test.com,returning,5,411.09,2025-11-24 19:24:10.645940+05:30,active,returning customer with 5 orders and lifetime value 411.09,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,4f6bac3a-29b2-44e3-9c5c-0b04a22b548e,Customer 960,customer960@test.com,returning,5,503.68,2025-08-24 01:39:24.743084+05:30,active,returning customer with 5 orders and lifetime value 503.68,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,242cf971-0ebd-4835-9f9a-e04397e8b609,Customer 131,customer131@test.com,returning,5,315.95,2025-08-13 15:36:30.841130+05:30,active,returning customer with 5 orders and lifetime value 315.95,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,201b3bdc-90b1-40e5-844b-508ec3bd6599,Customer 999,customer999@test.com,returning,5,712.14,2025-10-12 05:49:38.688266+05:30,active,returning customer with 5 orders and lifetime value 712.14,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,cde0e1d4-bc8e-4bc7-b8b5-41f54cd05cf6,Customer 428,customer428@test.com,returning,5,566.18,2026-01-25 19:40:49.517965+05:30,active,returning customer with 5 orders and lifetime value 566.18,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,b4e1c887-5a52-41ae-9482-f8af0749a889,Customer 76,customer76@test.com,returning,5,465.8,2026-02-05 11:53:19.957010+05:30,active,returning customer with 5 orders and lifetime value 465.8,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,6b73c408-6a8a-421f-8106-4dd6798dbedf,Customer 642,customer642@test.com,returning,5,562.3,2025-09-09 23:43:41.532282+05:30,active,returning customer with 5 orders and lifetime value 562.3,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,73e2642d-e564-4ffa-896a-b9f10813cd2e,Customer 408,customer408@test.com,returning,5,454.84,2025-09-09 14:43:51.930548+05:30,active,returning customer with 5 orders and lifetime value 454.84,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,fecd0d04-186a-406b-a701-564c272f60eb,Customer 912,customer912@test.com,returning,4,482.1,2025-08-19 05:02:23.559578+05:30,active,returning customer with 4 orders and lifetime value 482.1,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,2ba40c29-bf7d-4e61-a42b-cfef4f0b07b2,Customer 104,customer104@test.com,returning,5,673.27,2025-08-27 23:32:11.188477+05:30,active,returning customer with 5 orders and lifetime value 673.27,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,15e8bc32-4d4d-4b33-849b-2889c9fd4534,Customer 440,customer440@test.com,returning,5,344.31,2025-10-09 18:29:11.166720+05:30,active,returning customer with 5 orders and lifetime value 344.31,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,137cc798-3317-493c-bce4-ef9dc16eea28,Customer 30,customer30@test.com,returning,5,513.58,2026-01-20 15:21:11.600533+05:30,active,returning customer with 5 orders and lifetime value 513.58,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,9c548150-188e-4b9e-b548-161018581535,Customer 316,customer316@test.com,returning,5,322.19,2025-11-15 02:23:57.704930+05:30,active,returning customer with 5 orders and lifetime value 322.19,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,af493c9c-6e57-4bc4-b3f1-8f43ba4fd761,Customer 902,customer902@test.com,returning,5,589.89,2026-01-26 12:40:16.366044+05:30,active,returning customer with 5 orders and lifetime value 589.89,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,8717b5b2-ffd1-4eb0-98fc-9001dd28c0f6,Customer 91,customer91@test.com,returning,5,479.15,2025-11-26 05:32:33.064312+05:30,active,returning customer with 5 orders and lifetime value 479.15,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,b503111d-aca7-4e5a-a376-a89188ee542a,Customer 359,customer359@test.com,returning,5,475.92,2026-01-18 15:27:55.417321+05:30,active,returning customer with 5 orders and lifetime value 475.92,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,5a1ea252-bfab-460c-8ae4-143e5fa560a8,Customer 723,customer723@test.com,returning,5,376.14,2025-08-07 16:34:09.164150+05:30,active,returning customer with 5 orders and lifetime value 376.14,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,2be2a169-ab6e-42c3-babd-fbd98413b28f,Customer 802,customer802@test.com,returning,5,611.39,2025-10-03 16:48:03.524031+05:30,active,returning customer with 5 orders and lifetime value 611.39,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,20ee8981-c1fe-4201-9700-5d27c5e447b8,Customer 147,customer147@test.com,returning,5,530.16,2025-12-27 08:05:15.861552+05:30,active,returning customer with 5 orders and lifetime value 530.16,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,d5ac4d4a-c068-4faf-bbe9-e7da82ed5224,Customer 291,customer291@test.com,returning,5,507.99,2025-06-07 23:20:06.803267+05:30,active,returning customer with 5 orders and lifetime value 507.99,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,960d6d3e-efed-4f91-ad8b-a0af9cf7bdf8,Customer 954,customer954@test.com,returning,5,588.13,2025-10-08 00:41:26.603442+05:30,active,returning customer with 5 orders and lifetime value 588.13,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,3d93af57-7ace-4308-b309-5c46b76524c7,Customer 794,customer794@test.com,returning,5,274.69,2026-01-30 03:42:43.773112+05:30,active,returning customer with 5 orders and lifetime value 274.69,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,4018b08a-0029-47dc-979b-b64b2e771c3e,Customer 392,customer392@test.com,returning,5,356.03,2026-01-24 23:50:33.433748+05:30,active,returning customer with 5 orders and lifetime value 356.03,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,831b852e-ebcb-4086-b670-af9809dd8846,Customer 424,customer424@test.com,returning,5,402.96,2026-01-24 18:45:39.944588+05:30,active,returning customer with 5 orders and lifetime value 402.96,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,6a830dfe-3650-4515-bc46-49d8fe6ddfa9,Customer 68,customer68@test.com,returning,5,712.36,2025-11-06 10:19:48.809992+05:30,active,returning customer with 5 orders and lifetime value 712.36,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,fa730580-f1fe-47c7-9cbe-c6a4f30d5ad9,Customer 517,customer517@test.com,returning,5,491.68,2025-11-18 05:12:47.166922+05:30,active,returning customer with 5 orders and lifetime value 491.68,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,33a75513-f483-46e1-ba6a-1ffeca684533,Customer 801,customer801@test.com,returning,5,632.95,2025-11-05 14:16:51.281405+05:30,active,returning customer with 5 orders and lifetime value 632.95,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,9bacd6cd-7c80-4720-a2af-bfc15e675fde,Customer 399,customer399@test.com,returning,5,608.0,2025-10-26 19:41:51.694626+05:30,active,returning customer with 5 orders and lifetime value 608.0,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,03d8fdad-1694-43ba-9cc9-943ac99b10ac,Customer 183,customer183@test.com,returning,5,463.69,2026-01-17 18:44:44.203904+05:30,active,returning customer with 5 orders and lifetime value 463.69,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,c9fa67e0-7708-4640-a3e5-876e1dc35e2d,Customer 724,customer724@test.com,returning,5,640.4,2026-01-10 20:02:34.429763+05:30,active,returning customer with 5 orders and lifetime value 640.4,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,9c95206f-7c8a-4ecb-ab06-ca5d4a5ace82,Customer 487,customer487@test.com,returning,5,454.21,2025-12-14 12:05:47.603471+05:30,active,returning customer with 5 orders and lifetime value 454.21,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,0f60b0b9-36cd-48fb-bebd-de537265c58e,Customer 592,customer592@test.com,returning,5,450.86,2026-01-02 18:12:54.118414+05:30,active,returning customer with 5 orders and lifetime value 450.86,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,d3f221f7-7050-4475-8e80-be3c4cccf5a0,Customer 24,customer24@test.com,returning,5,493.07,2026-01-13 08:48:35.941514+05:30,active,returning customer with 5 orders and lifetime value 493.07,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,0973c930-0a99-44ea-a44a-10b34dcd3eeb,Customer 611,customer611@test.com,returning,5,422.24,2025-12-23 21:27:19.207519+05:30,active,returning customer with 5 orders and lifetime value 422.24,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,adadab20-a1e7-48fc-8d04-5fa6f98f3895,Customer 952,customer952@test.com,returning,5,367.99,2026-01-17 02:20:30.196905+05:30,active,returning customer with 5 orders and lifetime value 367.99,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,888a0ca6-bef8-4a94-9e0b-862917727515,Customer 787,customer787@test.com,returning,5,602.0,2026-01-12 01:39:18.985980+05:30,active,returning customer with 5 orders and lifetime value 602.0,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,4b72f7cc-86df-4d3f-9995-d0b83c292953,Customer 256,customer256@test.com,returning,5,402.65,2026-01-10 00:30:06.438930+05:30,active,returning customer with 5 orders and lifetime value 402.65,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,12323b14-f560-4895-91b9-997f6d415510,Customer 956,customer956@test.com,returning,5,587.22,2025-11-14 04:48:13.147472+05:30,active,returning customer with 5 orders and lifetime value 587.22,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,dfc0539f-6a37-4675-b5ac-d4d09dcda299,Customer 798,customer798@test.com,returning,5,495.23,2026-02-04 08:43:49.996287+05:30,active,returning customer with 5 orders and lifetime value 495.23,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,b08e07c8-e2b3-479c-a849-ab032a4f49df,Customer 590,customer590@test.com,returning,5,593.75,2025-12-28 21:24:00.255280+05:30,active,returning customer with 5 orders and lifetime value 593.75,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,7c4c4f37-bf68-42ba-830c-19cff1c5384c,Customer 357,customer357@test.com,returning,5,603.16,2026-01-28 09:59:25.256681+05:30,active,returning customer with 5 orders and lifetime value 603.16,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,b8e063c4-9d1a-4ac0-baae-ce89c4d682db,Customer 137,customer137@test.com,returning,5,604.61,2025-12-10 08:13:46.734864+05:30,active,returning customer with 5 orders and lifetime value 604.61,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,81782ecd-0905-4438-8c7c-4ae1cf2afe1a,Customer 260,customer260@test.com,returning,5,464.15,2025-11-11 09:57:38.852655+05:30,active,returning customer with 5 orders and lifetime value 464.15,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,4be76d74-2fca-41c3-b163-932217380b84,Customer 536,customer536@test.com,returning,5,446.53,2026-01-28 11:33:31.959643+05:30,active,returning customer with 5 orders and lifetime value 446.53,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,deaf0c60-9edc-43f0-8157-a278840da979,Customer 228,customer228@test.com,returning,5,582.0,2026-01-03 20:57:27.947573+05:30,active,returning customer with 5 orders and lifetime value 582.0,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,43b815c0-836b-4929-9679-f5637c7addd3,Customer 346,customer346@test.com,returning,5,467.77,2026-01-16 00:41:50.117775+05:30,active,returning customer with 5 orders and lifetime value 467.77,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,3984b76e-361c-43d5-958b-cf949ab1211c,Customer 978,customer978@test.com,returning,5,818.9,2025-11-10 22:04:20.131537+05:30,active,returning customer with 5 orders and lifetime value 818.9,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,c4305add-c8fb-4b84-82c8-9b44fad66026,Customer 468,customer468@test.com,returning,5,475.42,2025-12-07 16:45:33.841526+05:30,active,returning customer with 5 orders and lifetime value 475.42,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,a4e549fd-f13e-4e87-aed8-ac6927fd42f1,Customer 840,customer840@test.com,returning,5,565.24,2026-01-02 15:22:52.042296+05:30,active,returning customer with 5 orders and lifetime value 565.24,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,7bac0535-3c0d-471a-9840-c1d92303a16a,Customer 703,customer703@test.com,returning,5,494.24,2025-09-30 09:49:58.918728+05:30,active,returning customer with 5 orders and lifetime value 494.24,show my orders | last order | payment status | where is my order
3107dcbe-487b-4d2a-ac6c-893a3b081045,ffc2ecd2-5071-48b7-9f0f-c8916cbf3e13,Customer 197,customer197@test.com,returning,4,585.49,2025-12-20 17:27:34.640519+05:30,active,returning customer with 4 orders and lifetime value 585.49,show my orders | last order | payment status | where is my order
