customer_email,customer_id,customer_name,financial_status,fulfillment_id,fulfillment_status,gateway,line_price,order_date,order_id,order_number,order_total_price,product_id,product_title,quantity,refund_amount,refund_currency,refund_id,refund_product_id,refund_product_title,refund_quantity,refund_sku,refund_variant_id,shipping_carrier,shipping_code,shipping_price,shipping_title,shop_id,sku,tracking_company,tracking_number,transaction_amount,transaction_id,transaction_status,variant_id
austintheresa@example.com,dfed10e7-4d50-4d30-a714-321e94d44bbb,Katrina Wood,pending,,,stripe,949.95,2025-03-09 07:58:42.719872+05:30,7db99fed-5557-42b8-a1d5-7be1af150d7f,3594,596.0,955d8daa-8f4d-4422-8863-c59a13538ead,The Inventory Not Tracked Snowboard,2,,,,,,,,,,,,,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUTtqa,,,596.0,381314,success,5012
austintheresa@example.com,dfed10e7-4d50-4d30-a714-321e94d44bbb,Katrina Wood,pending,,,stripe,480.0,2025-03-09 07:58:42.719872+05:30,7db99fed-5557-42b8-a1d5-7be1af150d7f,3594,596.0,a84a8fe4-6dc6-4ea1-9e36-6336fd1d2333,goal,3,,,,,,,,,,,,,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUPKkd,,,596.0,381314,success,9794
austintheresa@example.com,dfed10e7-4d50-4d30-a714-321e94d44bbb,Katrina Wood,pending,,,stripe,699.95,2025-03-09 07:58:42.719872+05:30,7db99fed-5557-42b8-a1d5-7be1af150d7f,3594,596.0,09ff91d0-9e7e-496b-887e-bf2445b626ad,The Complete Snowboard,1,,,,,,,,,,,,,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUQNtV,,,596.0,381314,success,9587
austintheresa@example.com,dfed10e7-4d50-4d30-a714-321e94d44bbb,Katrina Wood,pending,,,stripe,949.95,2025-03-09 07:58:42.719872+05:30,7db99fed-5557-42b8-a1d5-7be1af150d7f,3594,596.0,955d8daa-8f4d-4422-8863-c59a13538ead,The Inventory Not Tracked Snowboard,3,,,,,,,,,,,,,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUlaUm,,,596.0,381314,success,1425
mguerra@example.com,b0b1c68e-3500-4c6e-95eb-3f59b3f044ec,Kimberly Douglas,paid,803184,partial,stripe,699.95,2025-06-09 07:58:42.726154+05:30,3e64e121-e143-4616-bb3a-130cad75e60f,3986,528.0,09ff91d0-9e7e-496b-887e-bf2445b626ad,The Complete Snowboard,1,41.0,USD,890484,,Refunded Item,1,,,DHL,SHIPLPW,25.0,Standard Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUbepT,DHL,9f279de7-c573-423d-8213-d5dbab1ed88d,528.0,615641,success,1745
mguerra@example.com,b0b1c68e-3500-4c6e-95eb-3f59b3f044ec,Kimberly Douglas,paid,803184,partial,stripe,265.0,2025-06-09 07:58:42.726154+05:30,3e64e121-e143-4616-bb3a-130cad75e60f,3986,528.0,82cdfa7c-9f27-4f77-95b9-9cdadde93754,middle,2,41.0,USD,890484,,Refunded Item,1,,,DHL,SHIPLPW,25.0,Standard Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUXlEm,DHL,9f279de7-c573-423d-8213-d5dbab1ed88d,528.0,615641,success,5801
mguerra@example.com,b0b1c68e-3500-4c6e-95eb-3f59b3f044ec,Kimberly Douglas,paid,803184,partial,stripe,480.0,2025-06-09 07:58:42.726154+05:30,3e64e121-e143-4616-bb3a-130cad75e60f,3986,528.0,a84a8fe4-6dc6-4ea1-9e36-6336fd1d2333,goal,1,41.0,USD,890484,,Refunded Item,1,,,DHL,SHIPLPW,25.0,Standard Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUpChC,DHL,9f279de7-c573-423d-8213-d5dbab1ed88d,528.0,615641,success,4705
mguerra@example.com,b0b1c68e-3500-4c6e-95eb-3f59b3f044ec,Kimberly Douglas,paid,803184,partial,stripe,42.0,2025-06-09 07:58:42.726154+05:30,3e64e121-e143-4616-bb3a-130cad75e60f,3986,528.0,38f1d745-e379-4a7b-9061-bbbc51592ba8,spring,1,41.0,USD,890484,,Refunded Item,1,,,DHL,SHIPLPW,25.0,Standard Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUeHNB,DHL,9f279de7-c573-423d-8213-d5dbab1ed88d,528.0,615641,success,2904
moralessarah@example.org,9f8f22dc-c245-443f-8bf7-a82bbf8bc14b,Dr. Jennifer Ryan,refunded,278188,fulfilled,paypal,301.0,2025-05-26 07:58:42.731197+05:30,42dd5c92-e05c-409e-90e1-68491a5d6db4,4587,440.0,96ad2c89-c705-40cd-9a7a-d62c025dec15,arrive,3,,,,,,,,,USPS,SHIPzOZ,17.0,Overnight,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUtJAj,DHL,92a0eb2d-5969-4336-bcfb-4ab9f23bdc4b,440.0,603312,success,1666
jamesbarnes@example.net,1359bdf0-1edd-4a5c-8b4c-0a15883e0890,Brittany Cole,paid,,partial,paypal,885.95,2025-05-10 07:58:42.733032+05:30,8a736c85-c1ec-4702-acfe-603e2e4f618c,3906,564.0,fc08ae68-36b3-4ed4-8947-cb61373f16f9,The Out of Stock Snowboard,3,,,,,,,,,,,,,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKURqdo,,,564.0,315511,success,1756
ewagner@example.org,ac9a3961-28f3-4cb1-b9ca-c64f9089ac2b,Mrs. Jacqueline Riley,refunded,899597,fulfilled,stripe,367.0,2025-02-16 07:58:42.736440+05:30,52ff5b6d-4639-4e64-9d3c-b739ecf86425,2836,507.0,097e3089-e334-4995-874c-758a332d524f,fine,2,,,,,,,,,DHL,SHIPRat,18.0,Standard Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUVhaG,FedEx,a0ee7c64-bc63-4b8f-9d12-f7886c4dfd88,507.0,587775,success,6772
ewagner@example.org,ac9a3961-28f3-4cb1-b9ca-c64f9089ac2b,Mrs. Jacqueline Riley,refunded,899597,fulfilled,stripe,629.95,2025-02-16 07:58:42.736440+05:30,52ff5b6d-4639-4e64-9d3c-b739ecf86425,2836,507.0,9a49fd1d-3a66-4134-b9f8-645fecb504ee,The Multi-managed Snowboard,2,,,,,,,,,DHL,SHIPRat,18.0,Standard Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUtpDq,FedEx,a0ee7c64-bc63-4b8f-9d12-f7886c4dfd88,507.0,587775,success,9608
ewagner@example.org,ac9a3961-28f3-4cb1-b9ca-c64f9089ac2b,Mrs. Jacqueline Riley,refunded,899597,fulfilled,stripe,423.0,2025-02-16 07:58:42.736440+05:30,52ff5b6d-4639-4e64-9d3c-b739ecf86425,2836,507.0,cd7a2a33-c1f9-454b-a1e4-3be2efd10a47,yet,1,,,,,,,,,DHL,SHIPRat,18.0,Standard Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUpWGX,FedEx,a0ee7c64-bc63-4b8f-9d12-f7886c4dfd88,507.0,587775,success,1945
ewagner@example.org,ac9a3961-28f3-4cb1-b9ca-c64f9089ac2b,Mrs. Jacqueline Riley,refunded,899597,fulfilled,stripe,495.0,2025-02-16 07:58:42.736440+05:30,52ff5b6d-4639-4e64-9d3c-b739ecf86425,2836,507.0,0f89abb7-08f4-467d-9c94-cc6e720e2fd9,create,3,,,,,,,,,DHL,SHIPRat,18.0,Standard Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKULiVX,FedEx,a0ee7c64-bc63-4b8f-9d12-f7886c4dfd88,507.0,587775,success,3309
judith05@example.net,fae8dbe3-5848-48ad-87b7-fb82d8c97805,Nancy Johnson,paid,875856,fulfilled,stripe,2629.95,2025-08-04 07:58:42.741542+05:30,b05894ec-e0e7-4897-a363-f865c626d196,6055,573.0,0f3bea2c-0bf4-4af6-9f9d-47162114ed27,The 3p Fulfilled Snowboard,2,,,,,,,,,FedEx,SHIPqFP,8.0,Express Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUfOdm,DHL,64b883cd-5514-45c8-b04f-4fe6b753c573,573.0,438632,success,2318
judith05@example.net,fae8dbe3-5848-48ad-87b7-fb82d8c97805,Nancy Johnson,paid,875856,fulfilled,stripe,102.0,2025-08-04 07:58:42.741542+05:30,b05894ec-e0e7-4897-a363-f865c626d196,6055,573.0,d8e7c038-ac4f-4c01-b123-39ea53445acd,wonder,1,,,,,,,,,FedEx,SHIPqFP,8.0,Express Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUTFak,DHL,64b883cd-5514-45c8-b04f-4fe6b753c573,573.0,438632,success,5924
judith05@example.net,fae8dbe3-5848-48ad-87b7-fb82d8c97805,Nancy Johnson,paid,875856,fulfilled,stripe,729.95,2025-08-04 07:58:42.741542+05:30,b05894ec-e0e7-4897-a363-f865c626d196,6055,573.0,f85d00d6-76ec-406a-825e-10b915e9f9b9,The Multi-location Snowboard,3,,,,,,,,,FedEx,SHIPqFP,8.0,Express Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUNQRX,DHL,64b883cd-5514-45c8-b04f-4fe6b753c573,573.0,438632,success,7105
judith05@example.net,fae8dbe3-5848-48ad-87b7-fb82d8c97805,Nancy Johnson,paid,875856,fulfilled,stripe,80.0,2025-08-04 07:58:42.741542+05:30,b05894ec-e0e7-4897-a363-f865c626d196,6055,573.0,f7ae35cc-61ef-4748-afec-1f25edea7367,low,2,,,,,,,,,FedEx,SHIPqFP,8.0,Express Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUlqLg,DHL,64b883cd-5514-45c8-b04f-4fe6b753c573,573.0,438632,success,4673
jeffrey26@example.com,d8a33c6a-11dc-4691-bc64-24129a7a5dfe,Kelly Phillips,paid,582888,partial,paypal,490.0,2025-06-18 07:58:42.745774+05:30,f3650a52-9a9b-4775-b3e4-941a8aa9c12b,5076,532.0,17f841ff-d2b0-409b-bb50-9593e0f3634e,may,1,,,,,,,,,USPS,SHIPqWc,14.0,Express Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUNtOh,DHL,a167508c-b318-4cf8-ac99-eff9ace74732,532.0,786685,success,2574
jeffrey26@example.com,d8a33c6a-11dc-4691-bc64-24129a7a5dfe,Kelly Phillips,paid,582888,partial,paypal,399.0,2025-06-18 07:58:42.745774+05:30,f3650a52-9a9b-4775-b3e4-941a8aa9c12b,5076,532.0,dab070e6-35fb-4123-85e3-c1c7ae06a807,huge,2,,,,,,,,,USPS,SHIPqWc,14.0,Express Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUFyYO,DHL,a167508c-b318-4cf8-ac99-eff9ace74732,532.0,786685,success,8094
jeffrey26@example.com,d8a33c6a-11dc-4691-bc64-24129a7a5dfe,Kelly Phillips,paid,582888,partial,paypal,495.0,2025-06-18 07:58:42.745774+05:30,f3650a52-9a9b-4775-b3e4-941a8aa9c12b,5076,532.0,0f89abb7-08f4-467d-9c94-cc6e720e2fd9,create,2,,,,,,,,,USPS,SHIPqWc,14.0,Express Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUjSyj,DHL,a167508c-b318-4cf8-ac99-eff9ace74732,532.0,786685,success,5689
jeffrey26@example.com,d8a33c6a-11dc-4691-bc64-24129a7a5dfe,Kelly Phillips,paid,582888,partial,paypal,699.95,2025-06-18 07:58:42.745774+05:30,f3650a52-9a9b-4775-b3e4-941a8aa9c12b,5076,532.0,09ff91d0-9e7e-496b-887e-bf2445b626ad,The Complete Snowboard,2,,,,,,,,,USPS,SHIPqWc,14.0,Express Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUBJba,DHL,a167508c-b318-4cf8-ac99-eff9ace74732,532.0,786685,success,1475
cwilliams@example.com,72cb2cf5-7dfd-43ae-a881-7ec4958ef326,Christopher Orr,pending,665457,fulfilled,paypal,500.0,2025-07-29 07:58:42.748841+05:30,37418472-4536-45ff-b846-999335e83e9e,3102,105.0,19a358dc-bde8-4ea1-8638-2d583cb4c8f0,Test Product 5,1,10.0,USD,856507,,Refunded Item,1,,,UPS,SHIPYQc,21.0,Overnight,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUQZeP,DHL,8e90e323-d78f-45a0-9321-759ab5c1b3da,105.0,939035,success,2590
cwilliams@example.com,72cb2cf5-7dfd-43ae-a881-7ec4958ef326,Christopher Orr,pending,665457,fulfilled,paypal,80.0,2025-07-29 07:58:42.748841+05:30,37418472-4536-45ff-b846-999335e83e9e,3102,105.0,f7ae35cc-61ef-4748-afec-1f25edea7367,low,3,10.0,USD,856507,,Refunded Item,1,,,UPS,SHIPYQc,21.0,Overnight,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKURpDH,DHL,8e90e323-d78f-45a0-9321-759ab5c1b3da,105.0,939035,success,2407
cwilliams@example.com,72cb2cf5-7dfd-43ae-a881-7ec4958ef326,Christopher Orr,pending,665457,fulfilled,paypal,236.0,2025-07-29 07:58:42.748841+05:30,37418472-4536-45ff-b846-999335e83e9e,3102,105.0,06f34fb5-aff6-4b11-ab85-c8afe3b01a33,industry,3,10.0,USD,856507,,Refunded Item,1,,,UPS,SHIPYQc,21.0,Overnight,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUBnng,DHL,8e90e323-d78f-45a0-9321-759ab5c1b3da,105.0,939035,success,3923
cwilliams@example.com,72cb2cf5-7dfd-43ae-a881-7ec4958ef326,Christopher Orr,pending,665457,fulfilled,paypal,198.0,2025-07-29 07:58:42.748841+05:30,37418472-4536-45ff-b846-999335e83e9e,3102,105.0,eb319ab5-306d-4c44-9758-0874a6305bb7,market,1,10.0,USD,856507,,Refunded Item,1,,,UPS,SHIPYQc,21.0,Overnight,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUCCqI,DHL,8e90e323-d78f-45a0-9321-759ab5c1b3da,105.0,939035,success,2485
dwayne90@example.com,4e01a32e-3175-485c-a537-02094ed73d43,David Montes,pending,104394,,paypal,102.0,2025-07-11 07:58:42.755186+05:30,3329ce4d-76db-45da-9782-113aea3cb0f2,5693,460.0,d8e7c038-ac4f-4c01-b123-39ea53445acd,wonder,2,,,,,,,,,UPS,SHIPUYL,15.0,Standard Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUetJq,DHL,bad9cef9-1630-461b-8e02-da94633b06ca,460.0,589590,success,2015
dwayne90@example.com,4e01a32e-3175-485c-a537-02094ed73d43,David Montes,pending,104394,,paypal,435.0,2025-07-11 07:58:42.755186+05:30,3329ce4d-76db-45da-9782-113aea3cb0f2,5693,460.0,89b2c21f-3de8-44e2-8519-a03133fbf029,sport,1,,,,,,,,,UPS,SHIPUYL,15.0,Standard Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUyYsc,DHL,bad9cef9-1630-461b-8e02-da94633b06ca,460.0,589590,success,7581
nathan08@example.org,2ddf7757-c96f-40aa-bc40-b6dcca265a1e,Teresa Wong,refunded,,fulfilled,paypal,405.0,2025-02-21 07:58:42.757131+05:30,80db24ca-cd49-4e54-885c-f93a9dc4f246,1678,86.0,7fcb1fb5-a033-4b83-b937-7432e7fbdecf,camera,1,,,,,,,,,,,,,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUwghw,,,86.0,415468,success,8534
nathan08@example.org,2ddf7757-c96f-40aa-bc40-b6dcca265a1e,Teresa Wong,refunded,,fulfilled,paypal,629.95,2025-02-21 07:58:42.757131+05:30,80db24ca-cd49-4e54-885c-f93a9dc4f246,1678,86.0,9a49fd1d-3a66-4134-b9f8-645fecb504ee,The Multi-managed Snowboard,2,,,,,,,,,,,,,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUegwU,,,86.0,415468,success,3885
christopher19@example.net,3f8a65fe-9fc8-4d9c-bce5-92f1c371878f,Charles Curry,refunded,322016,fulfilled,stripe,490.0,2025-09-09 07:58:42.759542+05:30,bfaa35d1-e9f1-4492-aa7c-1d812ccc2b16,3025,105.0,17f841ff-d2b0-409b-bb50-9593e0f3634e,may,2,,,,,,,,,UPS,SHIPlSQ,18.0,Overnight,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKULBUe,DHL,717d37dc-093e-45ca-ac3a-d57ff77aec36,105.0,763522,success,2339
christopher19@example.net,3f8a65fe-9fc8-4d9c-bce5-92f1c371878f,Charles Curry,refunded,322016,fulfilled,stripe,885.95,2025-09-09 07:58:42.759542+05:30,bfaa35d1-e9f1-4492-aa7c-1d812ccc2b16,3025,105.0,fc08ae68-36b3-4ed4-8947-cb61373f16f9,The Out of Stock Snowboard,1,,,,,,,,,UPS,SHIPlSQ,18.0,Overnight,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUYkld,DHL,717d37dc-093e-45ca-ac3a-d57ff77aec36,105.0,763522,success,6548
christopher19@example.net,3f8a65fe-9fc8-4d9c-bce5-92f1c371878f,Charles Curry,refunded,322016,fulfilled,stripe,399.0,2025-09-09 07:58:42.759542+05:30,bfaa35d1-e9f1-4492-aa7c-1d812ccc2b16,3025,105.0,dab070e6-35fb-4123-85e3-c1c7ae06a807,huge,2,,,,,,,,,UPS,SHIPlSQ,18.0,Overnight,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUzxvW,DHL,717d37dc-093e-45ca-ac3a-d57ff77aec36,105.0,763522,success,5463
johnsonsteven@example.com,c3310441-8db5-4eac-8490-7e0673eac79e,James Rojas,paid,986955,fulfilled,paypal,200.0,2025-04-02 07:58:42.761297+05:30,121f7ba4-6aed-45ec-b339-103f50b2c30a,1344,97.0,6fc07d40-c556-4120-add1-0243d55f9342,Test Product 2,2,20.0,USD,313224,,Refunded Item,1,,,UPS,SHIPVBH,9.0,Express Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUgPBA,FedEx,46b7c586-de91-449c-a5dc-2fa13723a382,97.0,494689,success,4114
johnsonsteven@example.com,c3310441-8db5-4eac-8490-7e0673eac79e,James Rojas,paid,986955,fulfilled,paypal,495.0,2025-04-02 07:58:42.761297+05:30,121f7ba4-6aed-45ec-b339-103f50b2c30a,1344,97.0,0f89abb7-08f4-467d-9c94-cc6e720e2fd9,create,1,20.0,USD,313224,,Refunded Item,1,,,UPS,SHIPVBH,9.0,Express Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUcKgj,FedEx,46b7c586-de91-449c-a5dc-2fa13723a382,97.0,494689,success,6472
johnsonsteven@example.com,c3310441-8db5-4eac-8490-7e0673eac79e,James Rojas,paid,986955,fulfilled,paypal,885.95,2025-04-02 07:58:42.761297+05:30,121f7ba4-6aed-45ec-b339-103f50b2c30a,1344,97.0,fc08ae68-36b3-4ed4-8947-cb61373f16f9,The Out of Stock Snowboard,1,20.0,USD,313224,,Refunded Item,1,,,UPS,SHIPVBH,9.0,Express Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUbFEr,FedEx,46b7c586-de91-449c-a5dc-2fa13723a382,97.0,494689,success,6139
johnsonsteven@example.com,c3310441-8db5-4eac-8490-7e0673eac79e,James Rojas,paid,986955,fulfilled,paypal,1025.0,2025-04-02 07:58:42.761297+05:30,121f7ba4-6aed-45ec-b339-103f50b2c30a,1344,97.0,fd10a846-0857-4eb5-b29e-24192ba8be20,The Collection Snowboard: Oxygen,3,20.0,USD,313224,,Refunded Item,1,,,UPS,SHIPVBH,9.0,Express Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUsQuG,FedEx,46b7c586-de91-449c-a5dc-2fa13723a382,97.0,494689,success,8526
michelle83@example.org,fb9cce61-8f4e-4239-9a4a-8060340b4deb,James Watkins,refunded,524083,partial,stripe,435.0,2025-10-18 07:58:42.765842+05:30,b4e81f40-f655-48d1-829b-05a492d453e7,5209,389.0,89b2c21f-3de8-44e2-8519-a03133fbf029,sport,2,,,,,,,,,USPS,SHIPKlp,18.0,Standard Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUntQx,DHL,9bb78efa-ccea-4691-b4a7-0bc76c2a96d4,389.0,538426,success,8525
brownlaura@example.net,1b013107-660b-44c3-acff-f4321b88a0dc,Whitney Raymond MD,paid,776466,fulfilled,stripe,200.0,2025-09-06 07:58:42.767165+05:30,193bb288-f110-43f8-a3cf-eb0cb0dd0176,4210,493.0,6fc07d40-c556-4120-add1-0243d55f9342,Test Product 2,2,,,,,,,,,USPS,SHIPXQC,9.0,Standard Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUHfxw,DHL,8338db15-62e0-46ed-9ef8-60cd1158eb06,493.0,260065,success,5203
brownlaura@example.net,1b013107-660b-44c3-acff-f4321b88a0dc,Whitney Raymond MD,paid,776466,fulfilled,stripe,2629.95,2025-09-06 07:58:42.767165+05:30,193bb288-f110-43f8-a3cf-eb0cb0dd0176,4210,493.0,0f3bea2c-0bf4-4af6-9f9d-47162114ed27,The 3p Fulfilled Snowboard,3,,,,,,,,,USPS,SHIPXQC,9.0,Standard Shipping,3107dcbe-487b-4d2a-ac6c-893a3b081045,SKUTPxc,DHL,8338db15-62e0-46ed-9ef8-60cd1158eb06,493.0,260065,success,1820
